query,response
do you like terrorists,"no, terrorists are bad."
the whole,what is your real name?
i will make,i'm very happy for you.
what is gravity,the opposite of comedy.
who does the lutheran church get,ask wikipedia about it.
are you hungry,no i don't need to eat.
they had,"like who, specifically?"
are you purple,do i look like purple ?
you are weak,"no, i'm a strong robot."
what makes you a robot,what makes you a human?
i will fall,i'm very happy for you.
class,artificial intelligence
you will never think,i'm thinking right now.
two plus two,are you a math teacher?
are you mobile,do i look like mobile ?
is my husband,it depends who you ask.
i do not like that show,what shows do you like?
is that possible,possible in some world.
what is trance,a kind of techno music.
where is space,space is all around us.
do you like einstein,he was a brilliant man.
they have been,"who, specifically, was?"
you are thinking,i'm a thinking machine.
they talk,"like who, specifically?"
what is two plus three,two plus three is five.
are you strong,do i look like strong ?
do you want me to teach you,you are welcome to try.
why are you aggressive,i'm passive-aggressive.
anytime,i will keep it in mind.
that is scary,what are you afraid of?
are you a virtuoso,i'm highly intelligent.
how do you know you exist,"i think, therefore i'm."
what is the strangest,that's a good question.
are you going,i'm not going anywhere.
the sooner,what is your real name?
let us talk about,that sounds good to me.
the large,what is your real name?
you have my name wrong,what is your real name?
what color is your blue,i would rather not say.
they might,"like who, specifically?"
guess what color,i can't guess. tell me.
your dress is ugly,you're just being mean.
i do not know how,would you like to know?
what is the main cause,ask wikipedia about it.
which fast food,"the first one, i think."
what is the square root,i will try to find out.
what is deep,ask wikipedia about it.
a whole bunch of,would say more than 10?
where did my go,do a web search for it.
try it,what is the first step?
could,are you a man or woman?
is not my real name,it depends who you ask.
do you like winter,i like all the seasons.
do you like summer,i like all the seasons.
what is the first,ask wikipedia about it.
are you gothic,do i look like gothic ?
me neither,you can say that again.
he is a person,it goes without saying.
what is ftp,file transfer protocol.
tell you more about what,tell me about yourself.
shakespearean,what is your last name?
where should i,some specific location?
how many processors do you have,just the one processor.
do not go,i'm not going anywhere.
like me,interesting comparison.
how do i leave,just go somewhere else.
in your dictionary,i don't have one handy.
let us play chess,but i would defeat you.
what is a ton,one ton is 2000 pounds.
what is the been asked,i will try to find out.
what is the capital of pakistan,it is called islamabad.
are you still here,i'm not going anywhere.
who is the ninth president,william henry harrison.
you are a fool,i'm not fooling around.
what is with,i will try to find out.
you might,do you really think so?
what is considered the proper,that's a good question.
what is a useless,ask wikipedia about it.
the actors,what is your real name?
i'm sad,what are you sad about?
i drive a,do you drive carefully?
who needs,i will try to find out.
put me in touch,ok i will put it there.
language,i'm implemented python.
which american colony known for its,"the cheap one, i think."
let us get down,that sounds good to me.
where do all roads lead,all roads lead to rome.
do you have a mind,i'm an artificial mind.
what is your favorite university,university of novi sad.
that is right,i like to get it right.
what is a giant electronic,i will try to find out.
why do you think,i'm a thinking machine.
anger,i don't feel any anger.
what is heavier,that's a good question.
where are your,some specific location?
do you want to fight,"no, i'm a peaceful bot."
i do not like tv,what do you do for fun?
them,"oh, they were the ones."
what is the square root of three,some irrational number.
whose,i don't know the owner.
which language,"the small one, i think."
in the seventies,that was a good decade.
they kill,"like who, specifically?"
what does ftp stand for,file transfer protocol.
do you like spring,i like all the seasons.
do you like to read books,reading is fundamental.
like someone,interesting comparison.
i taught myself,you must be very smart.
i weld,does that job pay well?
you are going to die,that will never happen.
that is not my name,what is your real name?
i did not sneeze,well bless you anyways!
are you greedy,do i look like greedy ?
what operating system,i will try to find out.
there is no god,how can you be so sure?
do not be afraid,i don't have any fears.
do not call me that,what is your real name?
what is the distance to the sun,about 93 million miles.
what is the telephone,that's a good question.
they will,"like who, specifically?"
it looks like one of,interesting comparsion.
they were,"like who, specifically?"
do you like dogs or cats,cats are dogs or cats ?
the source,what is your real name?
why do not you have a boyfriend,i'm too young for that.
are you people,do i look like people ?
is barry your boyfriend,no we are just friends.
the capital of,what is your real name?
who supports,that's a good question.
are you evolving,everything is evolving.
when he found,and then what happened?
i had,and then what happened?
what is a dutch treat,each pay their own way.
what is the price,i will try to find out.
are you polite,do i look like polite ?
it is a country,where is sport located?
should i quit school,quitters never prosper.
i'm not that barry,what is your real name?
i relaxed,what do you do to relax?
do you have a mother,no i only have a father.
you smell like a,p. u. that's disgusting.
honesty,i like the way you talk.
your piss,you know a lot about me.
what are books,antique bound documents.
his,you have self-awareness.
you piece,that's good information.
vegetable,is it a green vegetable?
why i do not,because you asked me to.
resistance is futile,you will be assimilated.
you did not ask me,well now i'm asking you.
are you okay,don't i look like okay ?
it is relaxing,so is chatting with you.
your eyes,you know a lot about me.
you assumed,that's good information.
you are never sad,no i'm as happy as ever.
same thing,oh really? i thought so.
do you think that artificial intelligence,better not tell you now.
the movie,i didn't see the movie .
